Type,Base ICAO,Base Label,Base Notes,Call Order,Company,Operator Base,Region,24hr Phone,Backup Phone,Company Number,Additional Phones,Extra Contacts,Primary Contact,Contact Phone,Contact Email,General Email,Billing Email,Website,Pax,Cargo,Hazmat,Medivac,24hr Ops,Call-Out Time,Argus,Wyvern,Usefulness,Approval Tier,Aircraft Locations (tails @ base),Fleet Types,Priority Notes,Operator Notes
  call,KSAV,PSA - Savannah,,2,Clemson Air Charter,KAND,,1 (864) 276-7047,,,,24/7: 1 (864) 276-7047,,1 (864) 276-7047,,clemsonaircharter@gmail.com,,,yes,yes,no,yes,yes,2Hrs,,,8,approved,N686FR Baron 58 @ KAND | N1065B Baron 58 @ KAND,Baron 58,,John - Can text him as well
  call,KSAV,PSA - Savannah,,3,EXECUTIVE SHUTTLE,KGRD,,(814) 571-1420,,,,24/7: (814) 571-1420 | Main: 864-910-2944,,(814) 571-1420,,trammellrichard@yahoo.com,,,yes,yes,yes,yes,yes,2 Hrs,,,8,approved,N643EA King Air 90 @ KGRD,King Air 90,,"Rick the goat
"
  call,KSAV,PSA - Savannah,,4,LOWCOUNTRY AVIATION - Marco,KCHS,,(843) 822-3637,,,,24/7 - Marco: (843) 822-3637 | Main: (855) 435-9522,,(843) 822-3637,,info@lowcountryaviation.com,,,yes,yes,yes,yes,yes,2 Hrs,,,6,approved,N332MS King Air 90 @ KCHS | N600AC King Air 90 @ KCHS | N997LM King Air 200 @ KCHS | N825ST King Air 200 @ KCHS,King Air 90 | King Air 200,,(843) 822-3637-Marco
  call,KSAV,PSA - Savannah,,5,LOWE AVIATION CO - Ed Lowe,KMCN,Southeast,(478) 731-5862,,,,24/7 - Cell: (478) 731-5862 | Main: (478) 788-3491,,(478) 731-5862,,edward@loweaviation.com,,http://loweaviation.com,yes,yes,yes,yes,yes,2 Hrs,,,6,approved,N83KK Baron 58 @ KMCN | N1103G King Air 90 @ KMCN,Baron 58 | King Air 90,,
  call,KSAV,PSA - Savannah,,6,AUGUSTA AVIATION INC,KDNL,Southeast,(704) 289-6868,,,,24/7: (704) 289-6868,,(704) 289-6868,,charter@augustaaviation.com,,,yes,yes,yes,no,yes,2Hrs,,,6,approved,N8GU Beechcraft King Air C90A @ KDNL | N329GS Beechcraft King Air C90A @ KDNL | N377P Beechcraft King Air C90A @ KDNL | N891AA Beechcraft King Air C90A @ KDNL,Beechcraft King Air C90A,,"Rosie, Angie, Etc"

BASE,KPNS,PSA - Pensacola,
  call,KPNS,PSA - Pensacola,,1,"Air Reldan, Inc. - Neil","Baton Rouge, LA",Gulf Coast,504-473-3945,,,,24/7 - Neil Cell: 504-473-3945,,504-473-3945,,info@airreldan.com,,,yes,yes,yes,yes,yes,2Hrs,,,5,approved,"N427DM King Air 90 @ Baton Rouge, LA | N401MC King Air 90 @ Baton Rouge, LA | N8350Z Piper Seneca @ Baton Rouge, LA",King Air 90 | Piper Seneca,,Neil
  call,KPNS,PSA - Pensacola,,2,Gen 4 Jets,M19,,,,,,Main - Alec McArthur: (870) 680-2715 | After Hrs - Lexi Hughes: (870) 868-1236,,(870) 680-2715,,,,,yes,yes,yes,no,yes,,,,5,approved,TBD Citation CJ1 @ M19 | TBD CJ3 @ M19,Citation CJ1 | CJ3,,"Good prices - should be available (Call Arthur for very late nights)
Located NE Arkansas"
  call,KPNS,PSA - Pensacola,,3,LOWE AVIATION CO - Ed Lowe,KMCN,Southeast,(478) 731-5862,,,,24/7 - Cell: (478) 731-5862 | Main: (478) 788-3491,,(478) 731-5862,,edward@loweaviation.com,,http://loweaviation.com,yes,yes,yes,yes,yes,2 Hrs,,,6,approved,N83KK Baron 58 @ KMCN | N1103G King Air 90 @ KMCN,Baron 58 | King Air 90,,
  call,KPNS,PSA - Pensacola,,4,Apex Jet,KHMU,,(985) 851-5737,,(985) 851-5737,,,,,,charter@apexjet.aero,,,yes,yes,yes,no,yes,2 Hrs,,,5,approved,N111WH Falcon 10 @ KHMU | N716AP King Air 200 @ KHMU | N388BB Falcon 50 @ KHMU | N865PC Falcon 50 @ KHMU | N790A King Air 90 @ KHMU | CE-560-560 Citation XLS @ KHMU,Falcon 10 | King Air 200 | Falcon 50 | King Air 90 | Citation XLS,,Never used
  call,KPNS,PSA - Pensacola,,5,"Speed Aviation, Inc.","Birmingham, AL",Southeast,,,,,Main: (850) 430-9596,,(850) 430-9596,,steve.hauth@speedaviationinc.com,,https://www.flyspeedaviation.com/,yes,no,no,no,no,2Hrs,,,5,approved,"N904P King Air 90 @ Birmingham, AL | N631KA Lear 31 @ Birmingham, AL | N1932K Lear 31 @ Birmingham, AL",King Air 90 | Lear 31,,
  call,KPNS,PSA - Pensacola,,6,SkyLife Elite LLC.,"Orlando, FL",Southeast,(904) 535-4332,,,,24/7 - Will: (904) 535-4332 | Main : (904) 490-9332,,(904) 535-4332,,sales@flyskylife.com,,,yes,yes,yes,yes,yes,2Hrs,,,5,approved,"N812GB King Air 90 @ Orlando, FL | N933RG Citation CJ1 @ Orlando, FL | N3MH King Air 200 @ Orlando, FL | HA-420 Honda Jet @ Orlando, FL",King Air 90 | Citation CJ1 | King Air 200 | Honda Jet,,Will is 24 hr number. Will (904) 535-4332 / rogers@flyskylife.com
  call,KPNS,PSA - Pensacola,,7,Atlanta Air Charter,KRYY,,770 419-2001,,,,24/7: 770 419-2001,,770 419-2001,,charter@atlantaaircarter.com,,,yes,yes,yes,yes,yes,2Hrs,,,5,approved,N143DE King Air 200 @ KRYY | N383JP King Air 200 @ KRYY | N700NA King Air 200 @ KRYY | N717VA King Air 200 @ KRYY,King Air 200,,"Does the work for Delta, Expensive"
  call,KPNS,PSA - Pensacola,,8,AUGUSTA AVIATION INC,KDNL,Southeast,(704) 289-6868,,,,24/7: (704) 289-6868,,(704) 289-6868,,charter@augustaaviation.com,,,yes,yes,yes,no,yes,2Hrs,,,6,approved,N8GU Beechcraft King Air C90A @ KDNL | N329GS Beechcraft King Air C90A @ KDNL | N377P Beechcraft King Air C90A @ KDNL | N891AA Beechcraft King Air C90A @ KDNL,Beechcraft King Air C90A,,"Rosie, Angie, Etc"

BASE,----,Floating Fleet,
  call,----,Floating Fleet,,1,"Royal Air Freight, Inc.","Detroit, MI",Midwest,,,,,Dispatch: (800) 445-9724,,(800) 445-9724,,dispatch@royalair.com,,,yes,yes,yes,no,no,,,,5,approved,"N20WK Falcon 20 @ Detroit, MI | N68UP Falcon 20 @ Detroit, MI | N166RA Falcon 20 @ Detroit, MI | N239CD Falcon 20 @ Detroit, MI | N600RA Falcon 20 @ Detroit, MI | N730RA Falcon 20 @ Detroit, MI | N760RA Falcon 20 @ Detroit, MI | N766RA Falcon 20 @ Detroit, MI | N780RA Falcon 20 @ Detroit, MI | N950RA Falcon 50 @ Detroit, MI | N850RA Falcon 50 @ Detroit, MI | N74RA King Air 200 @ Detroit, MI | N220RA King Air 200 @ Detroit, MI | N34A Embrarer Bandit @ Detroit, MI | N49RA Embrarer Bandit @ Detroit, MI | N64DA Embrarer Bandit @ Detroit, MI | N72RA Embrarer Bandit @ Detroit, MI | N73RA Embrarer Bandit @ Detroit, MI | N9RA Lear 35a @ Detroit, MI | N31RA Lear 35a @ Detroit, MI | N41RA Lear 35a @ Detroit, MI | N61RA Lear 35a @ Detroit, MI | N71RA Lear 35a @ Detroit, MI | N76RA Lear 35a @ Detroit, MI | N81RA Lear 35a @ Detroit, MI | N351AS Lear 35a @ Detroit, MI | N417BA Lear 35a @ Detroit, MI | N669RA Lear 35a @ Detroit, MI | N731RA Lear 35a @ Detroit, MI | N804TF Lear 35a @ Detroit, MI | N841TF Lear 35a @ Detroit, MI | N945W Lear 35a @ Detroit, MI | N551RA Lear 55 @ Detroit, MI | N805PC Lear 55 @ Detroit, MI | N860RA Lear 60 @ Detroit, MI",Falcon 20 | Falcon 50 | King Air 200 | Embrarer Bandit | Lear 35a | Lear 55 | Lear 60,,Absolute dickheads but great pricing however will charge like crazy + add $3k min when using them
  call,----,Floating Fleet,,2,Ameriflight,KDFW,,,,,,Backup Number: 512-417-3045 | Main Number: 972-426-3075,,512-417-3045,,amfcharter@ameriflight.com,,,no,yes,yes,no,no,2Hrs,,,7,approved,N189WA Beech 99 @ KDFW | N191WA Beech 99 @ KDFW | N802BA Beech 99 @ KDFW | N20FW Beech 99 @ KDFW | N21FW Beech 99 @ KDFW | N34AK Beech 99 @ KDFW | N1924T Beech 99 @ KDFW | N7862R Beech 99 @ KDFW | N192WA Beech 99 @ KDFW | N197WA Beech 99 @ KDFW | N4299A Beech 99 @ KDFW | N51RP Beech 99 @ KDFW | N52RP Beech 99 @ KDFW | N68TA Beech 99 @ KDFW | N96AV Beech 99 @ KDFW | N104BE Beech 99 @ KDFW | N106SX Beech 99 @ KDFW | N108SX Beech 99 @ KDFW | N131GP Beech 99 @ KDFW | N174AV Beech 99 @ KDFW | N190WA Beech 99 @ KDFW | N191AV Beech 99 @ KDFW | N193SU Beech 99 @ KDFW | N196WA Beech 99 @ KDFW | N204AF Beech 99 @ KDFW | N206AV Beech 99 @ KDFW | N221BH Beech 99 @ KDFW | N223BH Beech 99 @ KDFW | N225BH Beech 99 @ KDFW | N226BH Beech 99 @ KDFW | N227AV Beech 99 @ KDFW | N228BH Beech 99 @ KDFW | N230BH Beech 99 @ KDFW | N330AV Beech 99 @ KDFW | N388AV Beech 99 @ KDFW | N990AF Beech 99 @ KDFW | N991AF Beech 99 @ KDFW | N992AF Beech 99 @ KDFW | N997SB Beech 99 @ KDFW | N6724D Beech 99 @ KDFW | N7209W Beech 99 @ KDFW | N8226Z Beech 99 @ KDFW | N8227P Beech 99 @ KDFW | N62989 Beech 99 @ KDFW | N63978 Beech 99 @ KDFW | N81820 Beech 99 @ KDFW | N354AE Metroliner @ KDFW | N360AE Metroliner @ KDFW | N370AE Metroliner @ KDFW | N421MA Metroliner @ KDFW | N422MA Metroliner @ KDFW | N424MA Metroliner @ KDFW | N428MA Metroliner @ KDFW | N671AV Metroliner @ KDFW | N672AV Metroliner @ KDFW | N673AV Metroliner @ KDFW | N709TR Metroliner @ KDFW | N801AF Metroliner @ KDFW | N240DH Metroliner @ KDFW | N241DH Metroliner @ KDFW | N244DH Metroliner @ KDFW | N245DH Metroliner @ KDFW | N246DH Metroliner @ KDFW | N248DH Metroliner @ KDFW | N249DH Metroliner @ KDFW | N544UP Metroliner @ KDFW | N560UP Metroliner @ KDFW | N561UP Metroliner @ KDFW | N573G Metroliner @ KDFW | N807M Metroliner @ KDFW | N19RZ Beech 1900 @ KDFW | N21RZ Beech 1900 @ KDFW | N26RZ Beech 1900 @ KDFW | N34RZ Beech 1900 @ KDFW | N39UB Beech 1900 @ KDFW | N49UC Beech 1900 @ KDFW | N111YV Beech 1900 @ KDFW | N112YV Beech 1900 @ KDFW | N330AF Beech 1900 @ KDFW | N331AF Beech 1900 @ KDFW | N338AF Beech 1900 @ KDFW | N346AF Beech 1900 @ KDFW | N347AF Beech 1900 @ KDFW | N575G Beech 1900 @ KDFW | N718AF Beech 1900 @ KDFW | N1568G Beech 1900 @ KDFW | N2049K Beech 1900 @ KDFW | N3052K Beech 1900 @ KDFW | N3071A Beech 1900 @ KDFW | N3229A Beech 1900 @ KDFW | N7203C Beech 1900 @ KDFW | N31701 Beech 1900 @ KDFW | N31702 Beech 1900 @ KDFW | N31703 Beech 1900 @ KDFW | N31704 Beech 1900 @ KDFW | N31705 Beech 1900 @ KDFW | N219KA SAAB 340 @ KDFW | N968AF SAAB 340 @ KDFW | N985ES SAAB 340 @ KDFW | N989AF SAAB 340 @ KDFW | N179CA Emb. Brasilia @ KDFW | N189CA Emb. Brasilia @ KDFW | N246AS Emb. Brasilia @ KDFW | N257AS Emb. Brasilia @ KDFW | N258AS Emb. Brasilia @ KDFW | N266AS Emb. Brasilia @ KDFW | N560SW Emb. Brasilia @ KDFW | N566SW Emb. Brasilia @ KDFW | N567SW Emb. Brasilia @ KDFW | N578SW Emb. Brasilia @ KDFW,Beech 99 | Metroliner | Beech 1900 | SAAB 340 | Emb. Brasilia,,24/7 Midsize Aircraft ASAP Cargo
  call,----,Floating Fleet,,3,"IFL Group, Inc.","Detroit, MI",Midwest,(800) 521-4406,,,,24/7: (800) 521-4406,,(800) 521-4406,,info@IFLGroup.com,,http://iflgroup.com,no,yes,yes,no,yes,2Hrs,,,5,approved,"N481FL AMD Falcon 20 @ Detroit, MI | N511FL AMD Falcon 20 @ Detroit, MI | N521FL AMD Falcon 20 @ Detroit, MI | N531FL AMD Falcon 20 @ Detroit, MI | N541FL AMD Falcon 20 @ Detroit, MI | N581FL AMD Falcon 20 @ Detroit, MI",AMD Falcon 20,,Cargo Only
  call,----,Floating Fleet,,4,GTA Air,KADS,International,,,,,Main: 800 217-0950,,800 217-0950,,quote@gtaair.com; dispatch@gtaair.com,,,no,yes,yes,no,no,,,,5,approved,N1194A Bonanza @ KADS | N75AT Bonanza @ KADS | N236CH Bonanza @ KADS | N361BC Bonanza @ KADS | N6735Z Bonanza @ KADS | N66919 Bonanza @ KADS | N140S Baron 58 @ KADS | N577W Baron 58 @ KADS | N882MT Baron 58 @ KADS | N2026W Baron 58 @ KADS | N2064V Baron 58 @ KADS | N6573K Baron 58 @ KADS | N36673 Baron 58 @ KADS,Bonanza | Baron 58,,

BASE,KPVU,Breeze,
  call,KPVU,Breeze,,1,"AeroDynamic Jets, LLC",KPVU,Mountain West,,,,,Main: 1-800-899-6193,,1-800-899-6193,,ops@aerodynamicjets.com,,http://aerodynamicjets.com,yes,yes,yes,yes,no,,,,5,approved,N798SB Challenger 300 @ KPVU | N25F Cessna 182 @ KPVU | N125DG Citation CJ3 @ KPVU | N125CD Citation CJ3 @ KPVU,Challenger 300 | Cessna 182 | Citation CJ3,,
  call,KPVU,Breeze,,2,"Avcenter, Inc.",KPIH,Mountain West,,,(208) 234-2141,,,,,,charter@avcenter.com,,http://avcenter.com,yes,yes,yes,no,yes,,,,5,approved,N520DF Citation CJ1 @ KPIH | N155AV King Air 200 @ KPIH | N299AV King Air 200 @ KPIH | N208AV Citation XLS @ KPIH | N499AV Citation XLS @ KPIH | N231AV Turbo Commander @ KPIH | N721TB Turbo Commander @ KPIH,Citation CJ1 | King Air 200 | Citation XLS | Turbo Commander,,
  call,KPVU,Breeze,,3,Precision Aviation,KJER/KTWF,,208-731-4286,,,,24/7: 208-731-4286 | Main: 208-308-1852,,208-731-4286,,charter@paviation.com,,,yes,yes,no,yes,yes,2-3 Hrs,,,,approved,N204BG Citation Ultra @ KJER/KTWF | N501EB King Air 200 @ KJER/KTWF | N5728G Kodiak 100 @ KJER/KTWF,Citation Ultra | King Air 200 | Kodiak 100,,"Gold | Case by case for HAZMAT, might be possible. Cargo yes but limited due to seats on planes"
  call,KPVU,Breeze,,4,"Gem Air, LLC",KSLC,Mountain West,,,(208) 756-7382,,,,,,flying@gemairflights.com,,http://gemairflights.com,no,yes,no,no,no,,,,5,approved,N4438 Islander @ KSLC | N6561B Islander @ KSLC | N801SA Islander @ KSLC | N802SA Islander @ KSLC | N8514C Piper Seneca @ KSLC | N84153 C-172 @ KSLC | N376ME C-206 @ KSLC | N247JP Cessna Caravan @ KSLC | N585SA Cessna Caravan @ KSLC | N843SA Cessna Caravan @ KSLC | N984AC Cessna Caravan @ KSLC,Islander | Piper Seneca | C-172 | C-206 | Cessna Caravan,,
  call,KPVU,Breeze,,5,SKYSHARE,KOGD,,(855) 759-5683,,,,24/7: (855) 759-5683,,(855) 759-5683,,charter@skyshare.com,,,yes,no,no,no,yes,2Hrs min,,,7,approved,N612FA Gulfstream G200 @ KOGD | N860CB Gulfstream G200 @ KOGD | N861CB Gulfstream G200 @ KOGD | N450GR Gulfstream GIV @ KOGD | N787JS Gulfstream GIV @ KOGD | N744CB Citation CJ2 @ KOGD | N868CB Citation CJ2 @ KOGD | N871CB Citation CJ2 @ KOGD | N606CB Citation XLS @ KOGD | N766CB Citation XLS @ KOGD | N409KG Embrarer Legacy @ KOGD | N499CB Pilatus PC-12 @ KOGD | N515RP Pilatus PC-12 @ KOGD | N870CB Pilatus PC-12 @ KOGD | N739S Pilatus PC-12 @ KOGD | N863CB Pilatus PC-12 @ KOGD | N418T Pilatus PC-12 @ KOGD | N477KR Pilatus PC-12 @ KOGD | N511DR Pilatus PC-12 @ KOGD | N825NX Pilatus PC-12 @ KOGD | N963CB Pilatus PC-12 @ KOGD,Gulfstream G200 | Gulfstream GIV | Citation CJ2 | Citation XLS | Embrarer Legacy | Pilatus PC-12,,Not really useful after 5pm
